ORIGIN,DEST,UNIQUE_CARRIER,DAY_OF_WEEK,DEP_HOUR,ARR_DELAY
LAS,LAX,WN,1,11,13.0
BOS,LAX,AA,1,9,24.0
DFW,LAX,AA,2,20,21.0
LAS,PHX,WN,4,22,18.0
BOS,IAH,UA,3,13,9.0
LAX,IAH,UA,5,23,12.0
PHX,BOS,US,2,13,20.0
LAS,SFO,WN,7,21,23.0
LAX,DFW,AA,5,7,268.0
DFW,ORD,AA,3,5,46.0
LAS,DEN,WN,3,17,15.0
LAX,LAS,WN,3,9,11.0
ATL,SFO,DL,6,13,7.0
IAH,SFO,UA,2,15,8.0
LAS,ORD,AA,4,15,5.0
BOS,ORD,AA,7,19,70.0
BOS,LAX,AA,7,16,62.0
DEN,ATL,DL,3,14,20.0
DEN,LAX,UA,7,11,168.0
ATL,LAX,DL,6,21,31.0
DFW,SFO,OO,4,8,19.0
LAX,SFO,AA,1,19,94.0
LAX,DFW,OO,1,19,25.0
LAS,SFO,UA,6,15,10.0
ATL,IAH,DL,1,15,22.0
PHX,LAX,WN,4,21,22.0
SFO,ORD,UA,2,12,15.0
LAX,IAH,UA,1,5,52.0
BOS,LAX,AA,2,6,5.0
DFW,PHX,AA,3,17,18.0
ORD,SFO,UA,2,6,116.0
ORD,DFW,AA,2,8,9.0
DEN,LAS,WN,4,10,7.0
DEN,ORD,UA,4,10,8.0
DEN,IAH,UA,4,15,22.0
SFO,ORD,UA,7,16,76.0
DEN,SFO,F9,4,17,8.0
DFW,LAS,AA,6,18,116.0
SFO,DFW,AA,1,14,21.0
SFO,ORD,AA,5,8,5.0
BOS,LAX,B6,6,19,16.0
LAX,LAS,OO,3,8,167.0
DFW,ORD,UA,6,12,262.0
DFW,DEN,AA,2,19,51.0
DEN,PHX,WN,4,18,19.0
DFW,PHX,AA,4,7,7.0
PHX,IAH,US,4,16,10.0
BOS,ORD,OO,1,12,35.0
SFO,LAS,WN,3,22,56.0
SFO,LAX,WN,7,18,8.0
IAH,DEN,UA,2,7,6.0
LAX,PHX,AA,4,12,8.0
LAX,DFW,AA,7,0,372.0
LAS,DEN,WN,3,8,6.0
SFO,BOS,UA,2,6,6.0
ATL,DEN,F9,1,15,42.0
DEN,IAH,UA,1,10,164.0
BOS,SFO,UA,7,7,18.0
IAH,DFW,OO,1,21,9.0
IAH,PHX,UA,5,9,42.0
ORD,DEN,UA,1,9,533.0
LAS,LAX,AA,3,15,30.0
BOS,LAS,B6,5,11,5.0
SFO,LAX,WN,4,20,5.0
IAH,SFO,UA,4,17,5.0
LAS,PHX,US,2,10,44.0
DFW,DEN,UA,3,17,43.0
PHX,LAS,AA,2,17,98.0
ATL,LAX,DL,4,21,8.0
DEN,IAH,UA,2,12,7.0
ORD,IAH,UA,7,18,6.0
LAX,BOS,B6,7,12,57.0
SFO,LAX,WN,1,14,14.0
PHX,LAX,WN,5,11,16.0
ORD,LAS,F9,5,8,19.0
LAS,LAX,WN,3,14,10.0
LAX,ATL,DL,1,6,5.0
SFO,LAX,UA,2,9,16.0
LAX,DEN,WN,3,20,91.0
IAH,DEN,UA,3,12,15.0
LAX,BOS,DL,1,9,16.0
LAS,DEN,WN,5,18,211.0
ATL,PHX,DL,4,20,27.0
ORD,LAX,AA,4,7,7.0
DFW,DEN,AA,1,20,7.0
LAS,DFW,AA,5,16,291.0
LAS,ORD,UA,1,10,5.0
DFW,ORD,AA,2,20,35.0
DEN,IAH,UA,4,9,63.0
ATL,PHX,WN,2,16,11.0
IAH,LAS,UA,5,21,35.0
IAH,ATL,OO,2,19,18.0
ORD,PHX,AA,5,9,7.0
ORD,LAS,UA,2,22,29.0
ORD,DFW,OO,4,19,21.0
ATL,DFW,DL,7,17,34.0
DFW,ORD,OO,1,16,120.0
DEN,LAX,UA,5,18,15.0
LAX,DEN,F9,2,11,9.0
ORD,BOS,AA,4,15,61.0
DFW,ATL,AA,7,15,228.0
LAS,IAH,UA,7,12,75.0
PHX,DEN,WN,1,10,14.0
ORD,BOS,UA,3,21,60.0
LAS,PHX,WN,1,21,16.0
PHX,LAS,WN,2,7,25.0
PHX,LAX,OO,4,6,15.0
ORD,SFO,UA,2,18,17.0
DEN,PHX,WN,3,22,32.0
PHX,LAS,WN,1,14,176.0
LAX,IAH,UA,3,16,68.0
LAS,SFO,UA,2,19,68.0
SFO,PHX,WN,5,15,64.0
DEN,DFW,UA,2,13,55.0
SFO,LAX,UA,2,15,150.0
SFO,LAX,UA,3,21,5.0
DFW,LAX,AA,4,15,9.0
IAH,SFO,UA,5,16,20.0
DEN,LAX,WN,2,16,39.0
DEN,LAX,UA,4,11,6.0
SFO,DEN,UA,7,15,9.0
DFW,SFO,OO,7,19,113.0
ORD,DEN,UA,6,12,9.0
ATL,LAX,WN,7,18,13.0
DFW,IAH,AA,6,9,6.0
ATL,LAX,DL,1,19,6.0
DFW,SFO,AA,5,15,16.0
ORD,DFW,AA,3,18,5.0
PHX,LAX,WN,1,21,30.0
DFW,SFO,OO,4,15,6.0
SFO,LAS,OO,1,8,13.0
BOS,SFO,B6,5,8,60.0
ORD,ATL,OO,3,9,117.0
DEN,LAX,WN,5,15,32.0
ORD,SFO,AA,6,10,33.0
DEN,LAX,F9,4,17,89.0
PHX,LAX,AA,5,18,15.0
DEN,ATL,F9,5,23,79.0
ORD,SFO,UA,4,18,165.0
SFO,ORD,UA,1,13,52.0
SFO,BOS,B6,5,7,23.0
IAH,ATL,DL,6,8,10.0
DEN,BOS,B6,6,12,47.0
SFO,LAX,OO,5,10,166.0
DEN,IAH,F9,1,19,159.0
ORD,ATL,UA,5,14,167.0
IAH,LAS,UA,1,21,30.0
DFW,LAX,AA,7,19,21.0
PHX,SFO,US,3,20,41.0
DEN,LAX,UA,3,15,139.0
LAX,LAS,UA,5,22,10.0
LAX,LAS,WN,2,20,12.0
SFO,LAX,WN,2,11,11.0
DFW,LAS,AA,7,18,59.0
ATL,DEN,WN,4,6,6.0
IAH,ATL,EV,2,19,70.0
SFO,ORD,UA,1,6,31.0
LAS,SFO,UA,3,12,65.0
LAX,DFW,OO,3,18,16.0
DEN,ATL,WN,4,20,61.0
LAS,DFW,AA,3,5,6.0
SFO,LAX,WN,1,19,23.0
DEN,PHX,WN,4,13,16.0
LAX,DFW,AA,1,0,30.0
ORD,PHX,AA,7,20,8.0
ATL,ORD,DL,4,19,15.0
LAS,PHX,WN,4,18,69.0
LAX,LAS,WN,2,19,19.0
SFO,LAS,OO,3,22,8.0
PHX,SFO,WN,6,11,25.0
BOS,DEN,B6,3,19,32.0
LAX,DFW,AA,7,19,5.0
DEN,IAH,UA,2,12,12.0
LAS,LAX,AA,4,7,7.0
SFO,LAS,UA,4,22,19.0
DEN,SFO,UA,2,6,18.0
DFW,ORD,AA,6,20,363.0
LAX,IAH,UA,5,10,11.0
PHX,SFO,WN,7,21,17.0
IAH,PHX,OO,1,14,8.0
PHX,DEN,US,1,18,36.0
DEN,IAH,UA,1,14,11.0
SFO,IAH,UA,4,14,5.0
DEN,DFW,AA,2,8,21.0
PHX,DEN,US,2,22,10.0
PHX,DEN,US,4,19,5.0
DEN,DFW,AA,4,13,13.0
PHX,LAX,OO,7,11,20.0
PHX,LAX,OO,1,14,12.0
DFW,SFO,OO,3,13,19.0
SFO,ORD,AA,2,15,20.0
DEN,ORD,UA,4,8,9.0
SFO,IAH,UA,5,16,6.0
BOS,ORD,AA,1,12,22.0
ATL,LAS,DL,4,19,38.0
LAX,LAS,OO,4,18,109.0
DFW,PHX,AA,2,7,5.0
ORD,IAH,UA,4,17,7.0
ATL,IAH,OO,6,14,49.0
SFO,ATL,DL,2,10,19.0
IAH,DEN,UA,5,16,147.0
DEN,SFO,UA,3,11,89.0
LAS,BOS,B6,2,23,56.0
ORD,BOS,AA,5,13,8.0
DFW,DEN,F9,1,22,24.0
ATL,BOS,DL,5,11,5.0
DFW,SFO,AA,3,11,15.0
IAH,SFO,UA,7,17,51.0
DEN,SFO,UA,4,8,16.0
DFW,ATL,DL,2,17,68.0
BOS,DFW,AA,5,15,20.0
DEN,ATL,WN,2,16,22.0
ORD,LAX,UA,6,9,22.0
ATL,ORD,DL,3,7,25.0
LAX,PHX,WN,4,14,72.0
SFO,ATL,UA,7,9,6.0
PHX,SFO,WN,4,18,138.0
DEN,SFO,F9,1,17,27.0
DFW,ATL,DL,2,15,35.0
DEN,DFW,AA,1,16,70.0
BOS,DFW,AA,4,6,17.0
LAX,ATL,WN,1,14,16.0
SFO,ORD,UA,5,6,7.0
LAS,LAX,DL,3,18,14.0
DFW,PHX,AA,7,21,10.0
ORD,IAH,UA,5,21,59.0
SFO,LAX,UA,6,14,27.0
SFO,BOS,UA,4,11,20.0
BOS,SFO,UA,2,8,30.0
PHX,SFO,WN,3,20,73.0
DFW,IAH,AA,3,22,8.0
ORD,PHX,US,4,20,129.0
SFO,ATL,UA,4,16,18.0
ATL,DFW,DL,6,22,63.0
DFW,LAX,AA,2,17,5.0
DEN,BOS,B6,2,12,11.0
LAX,SFO,UA,4,9,57.0
LAS,PHX,WN,6,19,28.0
DEN,LAX,WN,3,10,8.0
DEN,ATL,OO,4,13,34.0
BOS,ORD,AA,6,11,14.0
PHX,DEN,F9,2,15,25.0
LAX,ORD,AA,6,11,7.0
PHX,SFO,US,3,7,15.0
SFO,LAS,F9,1,18,51.0
PHX,DEN,UA,7,16,12.0
DFW,SFO,AA,1,20,25.0
ORD,ATL,UA,3,10,25.0
ORD,SFO,UA,2,9,67.0
DFW,SFO,AA,7,10,20.0
IAH,DFW,EV,7,17,70.0
LAS,DEN,F9,7,15,49.0
SFO,LAS,WN,4,15,14.0
PHX,LAS,WN,2,10,9.0
SFO,LAX,WN,1,15,38.0
SFO,ORD,UA,7,18,26.0
DFW,IAH,UA,3,11,14.0
DFW,LAS,AA,1,21,10.0
SFO,BOS,UA,6,21,31.0
DFW,ORD,AA,1,7,21.0
IAH,SFO,UA,3,15,5.0
DEN,PHX,WN,7,18,15.0
DEN,LAX,WN,5,11,22.0
SFO,IAH,UA,5,14,13.0
ORD,BOS,UA,2,21,29.0
SFO,LAS,WN,3,14,15.0
DEN,SFO,F9,2,21,8.0
LAX,DFW,AA,5,16,20.0
LAX,ORD,AA,7,23,18.0
ORD,BOS,B6,5,19,16.0
SFO,DEN,UA,6,8,58.0
DEN,LAX,WN,4,21,6.0
ORD,ATL,UA,1,8,31.0
PHX,DEN,WN,1,11,8.0
DFW,DEN,OO,4,19,171.0
IAH,ORD,UA,4,14,36.0
LAX,ORD,UA,7,13,14.0
PHX,DFW,AA,4,20,6.0
IAH,DEN,UA,1,9,12.0
LAX,LAS,WN,4,12,6.0
DEN,LAS,UA,1,22,59.0
BOS,DEN,UA,2,7,347.0
BOS,DFW,AA,5,5,6.0
SFO,DEN,UA,6,19,33.0
ATL,BOS,DL,1,13,13.0
SFO,DEN,F9,1,14,16.0
ORD,ATL,OO,2,17,6.0
ATL,SFO,DL,6,8,9.0
ATL,SFO,DL,4,20,19.0
SFO,LAX,OO,4,16,24.0
PHX,DEN,AA,2,13,17.0
DFW,SFO,UA,5,17,68.0
IAH,ATL,DL,5,8,59.0
LAS,LAX,UA,5,20,24.0
ORD,LAX,AA,4,17,97.0
SFO,LAX,UA,6,16,26.0
ATL,PHX,F9,5,13,7.0
BOS,ATL,DL,2,16,5.0
ATL,LAS,WN,5,8,7.0
ORD,BOS,B6,3,19,19.0
DFW,LAS,AA,3,20,7.0
DEN,PHX,US,5,5,17.0
PHX,SFO,OO,7,12,72.0
DFW,PHX,AA,5,18,24.0
SFO,ATL,UA,5,8,6.0
ATL,ORD,DL,2,9,41.0
DFW,DEN,AA,3,17,17.0
LAS,LAX,WN,5,15,6.0
DEN,IAH,F9,1,14,14.0
PHX,LAX,WN,6,20,200.0
ATL,PHX,DL,6,20,76.0
LAX,IAH,UA,7,7,27.0
BOS,ORD,UA,1,5,25.0
IAH,ATL,UA,2,13,28.0
LAS,DEN,F9,4,10,8.0
DEN,SFO,F9,7,20,6.0
SFO,LAX,WN,7,19,153.0
ATL,ORD,UA,2,21,59.0
ORD,BOS,UA,4,13,69.0
LAX,PHX,OO,6,16,13.0
DFW,BOS,B6,2,18,23.0
IAH,ATL,EV,7,14,9.0
BOS,ATL,DL,1,9,9.0
ORD,LAX,UA,6,18,46.0
ORD,BOS,UA,5,10,8.0
SFO,LAS,WN,2,9,117.0
PHX,ORD,UA,4,15,44.0
PHX,SFO,WN,2,12,16.0
DFW,LAS,AA,1,20,13.0
SFO,LAS,WN,2,19,24.0
DFW,ATL,AA,1,13,6.0
DFW,SFO,AA,2,9,8.0
SFO,DFW,AA,4,6,5.0
ATL,IAH,EV,3,17,6.0
ORD,BOS,AA,6,15,35.0
LAX,PHX,WN,2,7,5.0
DEN,ORD,UA,5,8,29.0
SFO,BOS,UA,2,16,5.0
BOS,ORD,AA,3,15,81.0
ATL,LAS,WN,3,18,31.0
ORD,BOS,OO,2,12,6.0
DEN,DFW,AA,2,16,5.0
IAH,LAS,F9,6,22,86.0
DEN,IAH,UA,7,10,36.0
DFW,PHX,AA,4,20,12.0
DEN,ORD,AA,6,17,11.0
ORD,LAS,AA,1,17,31.0
LAX,ORD,AA,1,6,91.0
IAH,DEN,UA,6,12,23.0
BOS,LAS,B6,2,20,18.0
SFO,BOS,UA,5,15,11.0
ATL,SFO,DL,4,8,6.0
SFO,LAX,UA,2,16,92.0
DFW,LAS,AA,6,11,14.0
LAX,ORD,UA,6,6,49.0
ORD,DEN,UA,5,12,16.0
DEN,PHX,UA,4,18,19.0
LAX,SFO,AA,6,18,59.0
LAX,ORD,AA,5,23,11.0
ORD,SFO,AA,3,7,19.0
BOS,ORD,AA,5,15,9.0
PHX,DEN,UA,6,8,67.0
ATL,LAS,DL,1,11,11.0
ORD,ATL,DL,3,19,209.0
SFO,DEN,UA,6,12,12.0
LAS,LAX,OO,6,19,9.0
LAX,IAH,UA,5,17,28.0
BOS,DEN,B6,3,7,7.0
DEN,ORD,UA,1,19,84.0
BOS,ORD,AA,4,9,38.0
SFO,ORD,AA,7,23,5.0
ORD,LAS,AA,4,11,21.0
BOS,ORD,AA,7,8,12.0
PHX,DEN,F9,7,19,138.0
ORD,ATL,DL,4,9,15.0
LAS,SFO,UA,2,7,26.0
PHX,LAX,WN,6,12,10.0
IAH,ORD,UA,1,10,131.0
LAS,PHX,WN,2,12,5.0
PHX,LAS,WN,4,11,105.0
SFO,LAS,OO,5,6,8.0
ORD,PHX,US,7,10,6.0
DEN,PHX,US,7,12,7.0
LAS,PHX,WN,2,20,18.0
ORD,DEN,UA,5,6,21.0
ORD,SFO,UA,4,13,5.0
LAX,ORD,UA,3,6,10.0
BOS,SFO,UA,3,6,10.0
IAH,DEN,UA,5,14,10.0
ATL,DFW,AA,4,18,7.0
BOS,SFO,B6,7,8,109.0
ATL,LAX,DL,2,19,5.0
PHX,SFO,WN,6,18,8.0
PHX,SFO,US,6,13,17.0
LAS,LAX,WN,6,9,30.0
DFW,DEN,AA,7,20,8.0
ORD,LAS,F9,1,21,62.0
SFO,DFW,OO,2,13,116.0
SFO,LAX,WN,2,13,98.0
LAX,ATL,DL,7,7,118.0
DEN,SFO,WN,6,21,35.0
ORD,IAH,UA,5,6,6.0
ATL,ORD,DL,2,21,20.0
DFW,ATL,AA,3,20,22.0
BOS,ORD,B6,4,11,23.0
SFO,DEN,UA,2,8,6.0
DFW,LAX,AA,3,13,39.0
BOS,ORD,AA,2,19,73.0
PHX,SFO,US,1,7,23.0
LAX,DFW,AA,5,1,68.0
DFW,SFO,AA,2,19,12.0
LAX,DFW,AA,3,11,25.0
ORD,LAX,AA,5,14,9.0
ATL,LAS,WN,2,14,58.0
DEN,IAH,F9,1,14,12.0
SFO,ORD,AA,4,14,10.0
LAX,DFW,AA,1,11,11.0
LAX,BOS,B6,1,12,23.0
LAX,SFO,DL,5,7,19.0
LAX,DFW,OO,5,17,118.0
SFO,LAX,AA,5,12,30.0
LAS,ATL,WN,5,12,15.0
ATL,DEN,F9,1,19,10.0
IAH,ORD,UA,4,18,47.0
DFW,LAX,OO,3,6,14.0
ORD,BOS,AA,6,13,44.0
DFW,ORD,AA,2,17,14.0
DFW,DEN,F9,2,11,96.0
SFO,LAX,WN,2,18,14.0
LAX,DFW,AA,5,15,6.0
LAS,DEN,WN,1,9,38.0
BOS,ATL,DL,5,14,31.0
LAS,BOS,B6,7,23,7.0
IAH,DFW,OO,3,18,46.0
SFO,IAH,UA,1,12,5.0
ATL,BOS,WN,4,20,31.0
ATL,DFW,DL,1,8,80.0
SFO,PHX,WN,5,14,5.0
SFO,DEN,UA,7,18,90.0
DEN,LAS,WN,5,22,156.0
BOS,ORD,UA,7,13,13.0
ATL,IAH,DL,7,19,10.0
ORD,DFW,AA,7,17,79.0
PHX,LAS,AA,4,13,16.0
LAS,LAX,AA,6,10,148.0
IAH,ORD,UA,5,13,162.0
LAS,SFO,OO,3,16,15.0
ATL,DFW,AA,4,18,5.0
LAS,ORD,UA,5,11,11.0
DFW,ORD,OO,3,18,5.0
PHX,ORD,UA,6,23,10.0
DFW,ATL,AA,5,19,5.0
DFW,PHX,AA,1,11,33.0
SFO,PHX,OO,5,15,21.0
ORD,BOS,UA,4,15,16.0
SFO,LAS,WN,7,22,49.0
IAH,DEN,F9,2,19,96.0
ORD,DEN,UA,6,16,53.0
PHX,SFO,WN,3,21,7.0
SFO,LAS,UA,4,11,66.0
ORD,SFO,UA,2,15,45.0
SFO,DFW,AA,5,15,26.0
PHX,ORD,AA,1,10,7.0
BOS,IAH,UA,4,6,24.0
BOS,PHX,AA,7,6,7.0
DFW,DEN,F9,4,16,46.0
DEN,SFO,UA,3,5,16.0
LAS,DEN,WN,1,18,36.0
ORD,PHX,US,3,10,14.0
SFO,ATL,WN,1,8,10.0
IAH,LAX,UA,6,13,33.0
ORD,BOS,OO,7,7,6.0
LAX,PHX,OO,4,18,71.0
DFW,DEN,AA,2,15,17.0
DFW,LAS,AA,7,16,28.0
LAX,SFO,WN,7,9,7.0
PHX,LAX,WN,7,13,22.0
ORD,PHX,AA,3,14,16.0
ATL,SFO,DL,1,14,39.0
SFO,ORD,UA,4,7,16.0
ATL,LAS,WN,7,16,24.0
IAH,SFO,UA,7,21,25.0
SFO,IAH,UA,5,23,23.0
ORD,ATL,DL,2,12,142.0
ORD,DEN,F9,6,18,17.0
PHX,ORD,AA,6,14,31.0
SFO,BOS,UA,1,15,35.0
LAX,BOS,AA,4,21,6.0
BOS,IAH,UA,3,13,8.0
ORD,SFO,AA,4,14,12.0
DFW,BOS,AA,7,8,13.0
SFO,IAH,UA,3,7,80.0
IAH,LAS,UA,2,7,12.0
LAS,SFO,WN,3,13,10.0
DFW,IAH,AA,6,13,35.0
PHX,DEN,WN,6,9,36.0
LAX,SFO,WN,4,21,17.0
LAX,DEN,WN,5,19,27.0
SFO,ORD,UA,1,14,40.0
LAS,SFO,UA,2,14,29.0
DFW,PHX,AA,4,11,7.0
LAS,ORD,UA,4,14,10.0
ATL,IAH,DL,5,15,34.0
DFW,LAX,AA,4,17,41.0
ATL,SFO,DL,4,10,9.0
PHX,LAX,WN,1,20,41.0
SFO,PHX,WN,4,20,27.0
DFW,ATL,DL,5,12,159.0
SFO,DEN,UA,3,19,24.0
PHX,LAS,WN,2,17,43.0
LAX,PHX,WN,7,12,9.0
LAX,SFO,WN,5,11,40.0
BOS,IAH,UA,7,10,13.0
SFO,ORD,AA,3,9,47.0
IAH,LAX,UA,3,18,223.0
SFO,IAH,UA,3,14,22.0
IAH,SFO,UA,2,15,194.0
IAH,SFO,UA,5,14,16.0
DEN,LAS,UA,1,11,6.0
LAX,DFW,AA,6,15,10.0
PHX,DEN,WN,1,18,15.0
ATL,IAH,EV,4,19,11.0
DEN,PHX,US,3,14,6.0
LAX,BOS,DL,3,9,40.0
DEN,ATL,WN,3,20,67.0
SFO,PHX,OO,5,8,6.0
ORD,LAS,AA,2,13,108.0
ORD,PHX,US,6,14,6.0
LAX,SFO,DL,2,12,79.0
DEN,ORD,UA,3,16,16.0
SFO,LAX,UA,7,13,22.0
LAS,DEN,WN,7,15,6.0
LAX,SFO,AA,7,20,115.0
DEN,PHX,US,6,12,8.0
ORD,SFO,UA,5,19,32.0
DEN,LAS,F9,6,21,6.0
IAH,ORD,UA,1,21,17.0
DFW,LAS,AA,1,13,118.0
SFO,ORD,UA,2,15,70.0
BOS,ATL,WN,2,5,43.0
DEN,LAS,WN,5,13,101.0
LAS,DEN,WN,1,7,12.0
ATL,LAX,DL,7,19,11.0
LAX,LAS,WN,3,16,17.0
IAH,PHX,US,6,15,9.0
DFW,ORD,AA,4,19,91.0
ORD,DEN,F9,1,20,9.0
LAS,PHX,WN,3,18,13.0
PHX,LAX,OO,3,16,120.0
PHX,LAS,WN,5,8,11.0
PHX,DFW,AA,6,15,9.0
SFO,DEN,WN,3,13,5.0
PHX,ORD,F9,3,16,7.0
LAX,DEN,WN,5,19,222.0
PHX,ORD,AA,5,11,80.0
ORD,PHX,UA,2,11,162.0
DEN,LAS,F9,5,16,42.0
ORD,SFO,UA,2,8,9.0
ORD,SFO,AA,5,10,16.0
PHX,SFO,AA,6,22,109.0
ORD,BOS,UA,7,11,53.0
LAX,LAS,WN,7,15,26.0
BOS,SFO,B6,4,16,9.0
LAX,ORD,UA,7,10,5.0
IAH,DEN,UA,3,10,25.0
IAH,SFO,UA,1,21,14.0
PHX,ATL,AA,3,15,11.0
ORD,LAX,UA,4,13,32.0
SFO,ORD,UA,7,10,64.0
PHX,ORD,AA,1,7,7.0
IAH,PHX,AA,1,7,389.0
PHX,LAS,WN,7,20,26.0
DEN,LAS,WN,2,10,43.0
PHX,SFO,WN,7,18,39.0
ORD,DEN,UA,7,16,13.0
BOS,DEN,UA,2,18,39.0
DFW,PHX,AA,2,9,20.0
IAH,SFO,UA,6,7,20.0
BOS,ORD,AA,7,18,9.0
LAS,SFO,UA,2,15,5.0
DFW,PHX,AA,7,9,17.0
LAX,SFO,OO,1,6,43.0
LAX,DEN,WN,5,14,12.0
DEN,PHX,UA,2,8,16.0
BOS,ORD,OO,1,10,61.0
DFW,ORD,OO,5,14,193.0
LAS,LAX,AA,3,19,11.0
ATL,DFW,DL,5,10,9.0
LAX,LAS,DL,5,13,83.0
SFO,DFW,AA,7,10,5.0
PHX,LAS,WN,7,12,20.0
DEN,IAH,UA,6,15,5.0
SFO,LAX,UA,4,12,11.0
SFO,PHX,WN,1,19,39.0
ATL,DFW,AA,3,13,64.0
ATL,DEN,F9,1,15,32.0
LAS,LAX,WN,4,13,39.0
LAX,LAS,WN,7,11,12.0
LAS,LAX,WN,5,20,7.0
LAS,ORD,AA,4,8,6.0
PHX,IAH,US,5,13,31.0
ORD,DEN,UA,1,8,100.0
SFO,BOS,UA,5,21,173.0
LAS,LAX,AA,7,17,22.0
DFW,PHX,AA,6,10,40.0
DEN,LAX,UA,1,19,7.0
DEN,PHX,WN,3,12,6.0
SFO,LAS,WN,7,15,51.0
SFO,LAX,DL,6,10,17.0
DEN,LAS,F9,4,21,39.0
IAH,SFO,UA,1,15,6.0
SFO,DEN,UA,7,14,6.0
ATL,DEN,DL,7,17,11.0
ATL,DFW,DL,7,22,84.0
ATL,LAS,WN,5,14,5.0
IAH,DEN,UA,4,19,65.0
IAH,DEN,UA,5,9,70.0
DEN,DFW,AA,3,18,129.0
DFW,SFO,AA,2,21,7.0
DFW,SFO,AA,6,15,21.0
DEN,IAH,UA,7,9,25.0
DFW,DEN,AA,4,13,19.0
ATL,DEN,DL,7,8,13.0
DEN,LAS,OO,6,14,102.0
ORD,DEN,UA,1,19,11.0
LAX,ORD,AA,2,17,65.0
ATL,DFW,AA,7,12,14.0
ORD,BOS,AA,4,15,12.0
ORD,ATL,DL,4,12,160.0
DEN,ORD,UA,5,6,83.0
SFO,IAH,UA,7,10,67.0
LAS,DEN,WN,5,19,98.0
PHX,ORD,US,5,13,8.0
LAX,LAS,UA,5,14,189.0
DFW,IAH,AA,5,17,24.0
DEN,LAS,WN,2,8,15.0
DFW,BOS,B6,2,11,19.0
ATL,BOS,DL,2,13,26.0
PHX,LAX,AA,3,6,14.0
ORD,LAX,AA,3,9,14.0
LAX,LAS,WN,3,11,9.0
SFO,DFW,AA,3,13,26.0
ATL,LAS,DL,4,18,39.0
PHX,ORD,US,1,16,5.0
LAX,ATL,DL,6,0,11.0
SFO,IAH,UA,7,10,273.0
DEN,LAX,UA,2,11,25.0
PHX,ORD,US,1,13,69.0
LAX,PHX,US,5,17,6.0
PHX,DEN,AA,1,13,82.0
DFW,PHX,AA,3,19,10.0
IAH,LAX,UA,5,7,26.0
IAH,DFW,AA,5,9,6.0
SFO,LAX,DL,4,20,8.0
LAX,LAS,WN,7,20,5.0
SFO,PHX,UA,5,20,10.0
ATL,DEN,DL,5,18,7.0
LAS,DEN,F9,2,16,11.0
IAH,DEN,OO,6,10,55.0
SFO,BOS,UA,7,11,30.0
DEN,PHX,WN,5,20,18.0
BOS,IAH,UA,7,8,22.0
ATL,IAH,DL,6,19,6.0
DEN,ORD,UA,3,17,5.0
PHX,SFO,AA,4,22,11.0
PHX,LAX,WN,3,14,15.0
DFW,DEN,AA,1,9,11.0
LAX,LAS,OO,6,14,59.0
ORD,SFO,UA,3,9,14.0
LAX,DFW,AA,6,9,5.0
IAH,DFW,AA,2,9,208.0
ORD,PHX,UA,2,17,14.0
SFO,ORD,UA,5,22,17.0
ORD,PHX,UA,6,8,15.0
PHX,DFW,AA,6,10,16.0
PHX,SFO,WN,2,8,40.0
ATL,BOS,DL,7,21,53.0
DFW,IAH,AA,2,9,27.0
DFW,LAX,AA,5,19,54.0
ORD,PHX,US,6,5,42.0
LAS,ORD,AA,1,15,11.0
ORD,DFW,AA,2,17,124.0
LAX,ATL,DL,5,0,47.0
ORD,LAX,UA,3,18,21.0
LAX,ORD,AA,6,13,6.0
LAX,DFW,AA,2,13,26.0
SFO,ORD,UA,2,11,11.0
IAH,DFW,EV,6,18,18.0
LAS,IAH,UA,4,11,14.0
IAH,SFO,UA,5,18,192.0
ORD,LAX,UA,5,15,38.0
SFO,ORD,UA,5,19,28.0
LAX,BOS,AA,5,7,23.0
DEN,LAX,F9,2,12,12.0
ATL,IAH,OO,6,9,60.0
DFW,LAX,AA,1,21,27.0
PHX,IAH,UA,3,9,20.0
IAH,PHX,US,7,8,9.0
LAX,DEN,UA,3,11,45.0
DEN,ATL,UA,6,17,6.0
PHX,DFW,AA,3,16,26.0
DFW,SFO,OO,5,19,24.0
ORD,LAS,AA,1,19,32.0
BOS,DFW,AA,5,12,11.0
LAX,DFW,AA,5,9,26.0
ORD,SFO,UA,1,10,65.0
ORD,DEN,UA,6,17,72.0
IAH,BOS,UA,7,15,38.0
SFO,LAX,UA,1,13,12.0
DFW,IAH,OO,6,11,17.0
LAS,PHX,WN,1,20,8.0
PHX,LAS,WN,5,15,114.0
LAS,SFO,WN,4,9,14.0
ORD,BOS,AA,3,15,63.0
SFO,LAX,DL,3,15,33.0
LAX,DFW,AA,4,12,13.0
SFO,DEN,UA,5,10,6.0
IAH,DFW,UA,5,17,39.0
SFO,PHX,WN,7,20,22.0
LAS,PHX,WN,4,7,5.0
DEN,ORD,UA,6,13,94.0
BOS,ORD,AA,1,19,113.0
PHX,ATL,WN,2,11,22.0
ATL,SFO,UA,4,18,25.0
DFW,SFO,AA,1,14,28.0
DEN,ATL,DL,4,0,38.0
DEN,IAH,UA,5,15,17.0
LAX,DEN,WN,7,13,15.0
SFO,ORD,UA,3,8,11.0
DFW,ATL,AA,7,14,156.0
ATL,SFO,DL,6,19,100.0
DEN,LAS,WN,7,17,60.0
IAH,ATL,EV,6,6,5.0
LAS,DFW,AA,6,9,9.0
PHX,LAX,US,5,21,45.0
